entry_id,title,artist,album,playlist_name,playlist_description,audio_key,duration
6STcO36D6rRkhPlT2rQaTo,O,Дeva,Csillag,Skymind,"This playlist is an interstellar odyssey—a sultry, psychedelic trip that blurs the line between retro-future lounge and deep-sea introspection. ",catalog.app/O.flac,2:33
3o46Sb0O1dOoDZ1ASEHMxq,Shores Of Atlantis,Douglas Blue Feather,Sacred Space,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Shores Of Atlantis.flac,6:40
4hau2r9IELxrwbyyBxFabG,Uphillbattle,Drifting in Silence,Ladderdown,Into Stillness,"This selection leans toward introspective, cinematic ambient / experimental folk / minimal guitar atmospheres, music that feels spacious, contemplative, and slightly mystical.",catalog.app/Uphillbattle.flac,4:07
65ltvpVA5CNUYV24XNMK5Y,Blue Night - 2022 Remaster,TORCH SONG;William Orbit,Toward the Unknown Region,Samanke,"This playlist is a sun-drenched blend of global soul and cinematic chill, shifting from earthy tribal rhythms to lush, orchestral-electronic horizons.
",catalog.app/Blue Night - 2022 Remaster.flac,4:36
vd3epdruEFzIJ04Ehui6S,Horses At Fire Water Lodge,Lauren Helene Green,Outer Highway Realms,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Horses At Fire Water Lodge.flac,3:42
6iVsTuU67YgBtAs6JHAtOE,Sandpaper Kisses,Martina Topley-Bird,Quixotic,,,catalog.app/Sandpaper Kisses.flac,3:52
1BQuAvdK1zu4Iok4IylMzk,Petrified,Flunk,Chemistry And Math,,,catalog.app/Petrified.flac,4:19
46dt7zLriPOtaO5Xz9y8aQ,The Rainbow - 1997 Remaster,Talk Talk,Spirit of Eden,,,catalog.app/The Rainbow - 1997 Remaster.flac,9:09
73u8rITRNAZNeeC03c9PHz,Zerzura Theme II,Ahmoudou Madassane,Zerzura (Original Soundtrack Recording),Skymind,"This playlist is an interstellar odyssey—a sultry, psychedelic trip that blurs the line between retro-future lounge and deep-sea introspection. ",catalog.app/Zerzura Theme II.flac,4:23
1uYKcszkPedw6Cby6IxdnW,Electric Feel,Henry Green,Electric Feel,Slow burn,"This collection creates an intimate, sacred space where dusty desert folk meets the deep pulse of a shared heartbeat.",catalog.app/Electric Feel.flac,3:19
2eMsV0sI76TqbycjlWiFFH,Meditación Tibetana,Sat-Chit,Namaste,Into Stillness,"This selection leans toward introspective, cinematic ambient / experimental folk / minimal guitar atmospheres, music that feels spacious, contemplative, and slightly mystical.",catalog.app/Meditación Tibetana.flac,7:55
4Yz6sIhCRTejnabJ7JYuqO,I'll Be Your Woman,Michelle Gurevich,Party Girl,Hindsight,"This tracklist sits in a psychedelic, ritualistic space—mixing heavy psych rock, kraut grooves, cosmic instrumentals, and mystical atmospheres.",catalog.app/I'll Be Your Woman.flac,5:02
2XCpodDsG7zTki6YT4l3iT,Eyes Closed And Traveling,Peter Broderick,Eyes Closed And Traveling,Grounding,"This selection sits in a deep ambient / modern classical crossover, with minimal piano, slow-moving drones, and contemplative electronics.",catalog.app/Eyes Closed And Traveling.flac,3:39
17o7UaoZGmltcBOzLuByuJ,Till Your Lovin' Makes Me Blue,Aynsley Dunbar,The Aynsley Dunbar Retaliation / Doctor Dunbar's Prescription,Hindsight,"This tracklist sits in a psychedelic, ritualistic space—mixing heavy psych rock, kraut grooves, cosmic instrumentals, and mystical atmospheres.",catalog.app/Till Your Lovin' Makes Me Blue.flac,4:56
1YxPA0MjYNp6caLXoo3eB7,Starless II,Craig Armstrong,As If To Nothing,New Light,"This selection creates a sophisticated, bittersweet journey through modern classical and melodic electronica, perfectly curated for deep focus or late-night introspection.",catalog.app/Starless II.flac,4:37
7IX67lwFuDBdiDwQ98W4IP,Southland,Lindsay Lou,Southland,Cosmic Satin,"A velvety, provocative fusion of retro-exotica, operatic ambient, and nocturnal soul. It drifts from sultry mid-century lounge to the visceral, carnal pulse of high-art electronica.",catalog.app/Southland.flac,4:15
6vsYnsdMyQjYYu1sEwupgN,Ungodly Fruit,Wax Tailor,Tales of the Forgotten Melodies,Cosmic Satin,"A velvety, provocative fusion of retro-exotica, operatic ambient, and nocturnal soul. It drifts from sultry mid-century lounge to the visceral, carnal pulse of high-art electronica.",catalog.app/Ungodly Fruit.flac,3:00
4J4izmKn14J5ymQTuO7aSy,Son Of A Beach - Downtempo Version,Roger Shah;Sunlounger,The Beach Side Of Life,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Son Of A Beach - Downtempo Version.flac,7:58
1REsHTDOm8QNF29wVWxWAt,Dawn,The Cinematic Orchestra,Man With A Movie Camera,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Dawn.flac,4:00
5NhKUYopKNjJ8DTCIH0VcS,Alberto Balsalm - Aquarium Drunkard's Lagniappe Session,Dungen,Alberto Balsalm (Aquarium Drunkard's Lagniappe Session),Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Alberto Balsalm - Aquarium Drunkard's Lagniappe Session.flac,4:46
38yW1bkNFGBAq76fBYqjaG,I See Fire - Electric Echo,Chasing Reverbs,Electric Echoes,Skymind,"This playlist is an interstellar odyssey—a sultry, psychedelic trip that blurs the line between retro-future lounge and deep-sea introspection. ",catalog.app/I See Fire - Electric Echo.flac,3:00
fVJBbUxcuJpaKb0lZJdBv,"Suite bergamasque, L. 75: III. Clair de lune (Featured in ""Man on Fire"")",Claude Debussy;François-Joël Thiollier,Debussy: Clair de lune,Grounding,"This selection sits in a deep ambient / modern classical crossover, with minimal piano, slow-moving drones, and contemplative electronics.","catalog.app/Suite bergamasque, L. 75_ III. Clair de lune (Featured in _Man on Fire_).flac",5:11
5AmihGfdPHcH6uqsWM8DM,Balboa Street,The Last Gray Wolf,Sharkstooth,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Balboa Street.flac,1:54
4I2C9lAraSohsjK4jQQDv,Sunrise Trails The Growing Dawn,Skyminds,Skyminds,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Sunrise Trails The Growing Dawn.flac,4:20
3IhuPkC8e3FnRCknTFlG6X,Don't Want To Know,John Martyn,Sweet Little Mysteries - The Island Anthology,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Don't Want To Know.flac,2:59
6iWz0HvFmxD35ArGAs1lda,bodega Bay,Sounds From The Ground,Mosaic,Easy Motion,"This selection sits in a deep downtempo / atmospheric electronic space, blending trip-hop, dubby ambient house, and hypnotic groove-driven electronica.",catalog.app/bodega Bay.flac,5:50
6fToakWIaCiLxHyR4hrbW6,Dark Shine,Colorado,Colorado,Insight,"This selection blends ambient, dream-pop, cinematic electronica, and desert-tinged guitar, music that feels immersive, atmospheric, and emotionally reflective, with a slow, hypnotic flow.",catalog.app/Dark Shine.flac,6:00
5LUzQigesoTeV56priDHlT,Belshazzar,Singleton,Belshazzar,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Belshazzar.flac,3:28
7nPfzdIwluBKObwqyt0s6f,Blossoms,Goopsteppa,Blossoms,Samanke,"This playlist is a sun-drenched blend of global soul and cinematic chill, shifting from earthy tribal rhythms to lush, orchestral-electronic horizons.
",catalog.app/Blossoms.flac,4:13
7HyEqzwKes6NXLK9XgnlUc,...It always was.,Miroist,CURVE	,Skymind,"This playlist is an interstellar odyssey—a sultry, psychedelic trip that blurs the line between retro-future lounge and deep-sea introspection. ",catalog.app/It always was.flac,1:51
5Z8kl6edii2dykEXaka4mS,I Am a Man Who Will Fight for Your Honor,Chris Zabriskie,I Am a Man Who Will Fight for Your Honor,Into Stillness,"This selection leans toward introspective, cinematic ambient / experimental folk / minimal guitar atmospheres, music that feels spacious, contemplative, and slightly mystical.",catalog.app/I Am a Man Who Will Fight for Your Honor.flac,11:26
1UvP0Xi6cbe3tma9RTZYDZ,Mona Ki Ngi Xica,Bonga,Best of Bonga,Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.",catalog.app/Mona Ki Ngi Xica.flac,4:58
3MbNg9Wvl0niK6wn4rWHoQ,Noku Mana,Trippin Jaguar;Onaia,Noku Mana,,,catalog.app/Noku Mana.flac,6:30
3hxm2fb6dLx26L1dWXvgfQ,Yui,Iyakuh,Wakama,Samanke,"This playlist is a sun-drenched blend of global soul and cinematic chill, shifting from earthy tribal rhythms to lush, orchestral-electronic horizons.
",catalog.app/Yui.flac,5:24
49cqZAXSduFBLuN02P0PiD,Smooth Operator,Señor Coconut,Fiesta Songs,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Smooth Operator.flac,3:56
E71Gd4acrs2yfrde3X8yN,Beauty & Truth,Entheo,Lucid Surrender,Being Nothing,"This selection leans into deep meditation ambient, healing soundscapes, and tranquil minimal atmospheres, music designed to slow the mind, create stillness, and support introspection.",catalog.app/Beauty & Truth.flac,13:00
3oSdpHEZR6mg93OzusraJj,Hide In Plain Sight,Jim James,Eternally Even,Insight,"This selection blends ambient, dream-pop, cinematic electronica, and desert-tinged guitar, music that feels immersive, atmospheric, and emotionally reflective, with a slow, hypnotic flow.",catalog.app/Hide In Plain Sight.flac,5:09
6cOBlyUyR21lVoKdvpPU53,Shadows,Salvator Dragatto,Thoughts of You,Cosmic Satin,"A velvety, provocative fusion of retro-exotica, operatic ambient, and nocturnal soul. It drifts from sultry mid-century lounge to the visceral, carnal pulse of high-art electronica.",catalog.app/Shadows.flac,3:28
66zEztyguPrUAR745u8ojG,No. 1. - Lent Et Douloureux,Isan,Trois Gymnopedies,Insight,"This selection blends ambient, dream-pop, cinematic electronica, and desert-tinged guitar, music that feels immersive, atmospheric, and emotionally reflective, with a slow, hypnotic flow.",catalog.app/No. 1. - Lent Et Douloureux.flac,2:36
9Gt0dll0ZR2kQKn5RCAYp,Première Gymnopédie,Erik Satie;Alexandre Tharaud,Satie: Avant-dernières pensées (Bonus Track Version),Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Première Gymnopédie.flac,3:24
4ZT0mPizoly4eGbJKu5nDJ,India,LeBuc,Around the World,Samanke,"This playlist is a sun-drenched blend of global soul and cinematic chill, shifting from earthy tribal rhythms to lush, orchestral-electronic horizons.
",catalog.app/India.flac,5:10
2DusM8FW27uSHWwu4upqPM,Aguas Claras,El Búho,Camino de Flores,,,catalog.app/Aguas Claras.flac,4:40
3M1lF7TIDakGWT1FPTMs1g,Cascadita,El Búho,Camino de Flores,Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.",catalog.app/Cascadita.flac,4:25
36r6sOFwYTa6q51QN5DPta,Oud Dreams,Scott Wilson,Tribal Belly Dance Music,Zumurud,"This playlist is a sophisticated blend of Silk Road tradition and modern lounge, weaving together ancient Middle Eastern instruments with deep, rhythmic electronic pulses.",catalog.app/Oud Dreams.flac,3:01
59JlJgXHGC0wIZVmz8347d,Venus In Furs,The Velvet Underground;Nico,The Velvet Underground & Nico 45th Anniversary,Hindsight,"This tracklist sits in a psychedelic, ritualistic space—mixing heavy psych rock, kraut grooves, cosmic instrumentals, and mystical atmospheres.",catalog.app/Venus In Furs.flac,5:12
5cBl1MR7MCTm0xTbtuouNG,An Nur,Ben von Wildenhaus,II,Into Stillness,"This selection leans toward introspective, cinematic ambient / experimental folk / minimal guitar atmospheres, music that feels spacious, contemplative, and slightly mystical.",catalog.app/An Nur.flac,3:28
9fr3WZW4HD0TIub43DPsA,Sahasrara,Alex Theory;Shiva Rea,Rising,Being Nothing,"This selection leans into deep meditation ambient, healing soundscapes, and tranquil minimal atmospheres, music designed to slow the mind, create stillness, and support introspection.",catalog.app/Sahasrara.flac,8:51
1jDetNvTU4CLvmAZoSq3Hh,Sincere,El Cuervo Negro,Sincere,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Sincere.flac,3:00
3LaLBDPeMxLck454T32Ka7,Nueva brisa,Entidad Animada,Pruebas de existencia,Insight,"This selection blends ambient, dream-pop, cinematic electronica, and desert-tinged guitar, music that feels immersive, atmospheric, and emotionally reflective, with a slow, hypnotic flow.",catalog.app/Nueva brisa.flac,3:41
2mUfGNLoV7LkEWKAyQYts7,Periquito Gomaespuma,Entidad Animada,Pruebas de existencia,Insight,"This selection blends ambient, dream-pop, cinematic electronica, and desert-tinged guitar, music that feels immersive, atmospheric, and emotionally reflective, with a slow, hypnotic flow.",catalog.app/Periquito Gomaespuma.flac,5:29
3SVW3R0jZ5262lU8aIbiik,Close - Your eyes,Viken Arman,Willow,Slow burn,"This collection creates an intimate, sacred space where dusty desert folk meets the deep pulse of a shared heartbeat.",catalog.app/Close - Your eyes.flac,2:40
3MYZcfoswn5BA2gISYBu5e,"First Light, Pt. 2",Danny Black,Adventure Soundtrack,Hindsight,"This tracklist sits in a psychedelic, ritualistic space—mixing heavy psych rock, kraut grooves, cosmic instrumentals, and mystical atmospheres.","catalog.app/First Light, Pt. 2.flac",2:37
6P3O7BJWsd0RhPuDvuXIkg,Song of a Sinner,Top Drawer,Forge Your Own Chains: Heavy Psychedelic Ballads and Dirges 1968-1974,Samanke,"This playlist is a sun-drenched blend of global soul and cinematic chill, shifting from earthy tribal rhythms to lush, orchestral-electronic horizons.
",catalog.app/Song of a Sinner.flac,8:38
DQ8qXMWSwOB9dyTvZtrPu,Palace of the Tiger Women,Kava Kon,Tiki for the Atomic Age,Samanke,"This playlist is a sun-drenched blend of global soul and cinematic chill, shifting from earthy tribal rhythms to lush, orchestral-electronic horizons.
",catalog.app/Palace of the Tiger Women.flac,2:48
7j5hBKYq0mkRFiBmwzy9fG,Sinking Slowly,Yonderboi,Shallow and Profound,Cosmic Satin,"A velvety, provocative fusion of retro-exotica, operatic ambient, and nocturnal soul. It drifts from sultry mid-century lounge to the visceral, carnal pulse of high-art electronica.",catalog.app/Sinking Slowly.flac,4:52
4JHGHPmWkP64bURO6ZYrtQ,50 Flower,nthng,Hypnotherapy,Into Stillness,"This selection leans toward introspective, cinematic ambient / experimental folk / minimal guitar atmospheres, music that feels spacious, contemplative, and slightly mystical.",catalog.app/50 Flower.flac,5:25
4Qseu8DCIE0s9oFQbxAiaV,With You,nthng,Hypnotherapy,New Light,"This selection creates a sophisticated, bittersweet journey through modern classical and melodic electronica, perfectly curated for deep focus or late-night introspection.",catalog.app/With You.flac,7:38
WeWTw8ADl75ZmN2JstOa3,Hallelujah,Jeff Buckley,Grace,Grounding,"This selection sits in a deep ambient / modern classical crossover, with minimal piano, slow-moving drones, and contemplative electronics.",catalog.app/Hallelujah.flac,6:53
yGYEMDWCFCXuRGPiJNDim,Wish You Were Here,4lienetic,Lacuna,Cosmic Satin,"A velvety, provocative fusion of retro-exotica, operatic ambient, and nocturnal soul. It drifts from sultry mid-century lounge to the visceral, carnal pulse of high-art electronica.",catalog.app/Wish You Were Here.flac,5:11
sE0fPpgtpJsAEDfgiNesI,The Lotus People,Büdi Siebert,Om Mani Padme Hum,Zumurud,"This playlist is a sophisticated blend of Silk Road tradition and modern lounge, weaving together ancient Middle Eastern instruments with deep, rhythmic electronic pulses.",catalog.app/The Lotus People.flac,7:48
